iter	MultiClass
150	0.08211946843
151	0.08157468937
152	0.08135157651
153	0.08106690537
154	0.08073015886
155	0.08057009369
156	0.08047710863
157	0.08022774584
158	0.08000136308
159	0.07970023605
160	0.07955451113
161	0.07946376278
162	0.07937598538
163	0.07930002619
164	0.07917713939
165	0.07892903092
166	0.07884388738
167	0.07860148925
168	0.07850840396
169	0.07846996019
170	0.07831362122
171	0.07806069744
172	0.07798033622
173	0.07765971787
174	0.07747139956
175	0.07733037829
176	0.07706200209
177	0.07677443308
178	0.07665337345
179	0.07638607253
180	0.07607431202
181	0.0760488421
182	0.07597189482
183	0.07581701245
184	0.07575252697
185	0.07554920043
186	0.07537856875
187	0.07531954038
188	0.07527108746
189	0.07514448864
190	0.07502026406
191	0.07466282639
192	0.07458660287
193	0.07442731061
194	0.07433138175
195	0.07387970651
196	0.07350060351
197	0.07342175965
198	0.07329516614
199	0.07313932406
200	0.07284896099
201	0.07261830865
202	0.07226244277
203	0.07197720143
204	0.07171384121
205	0.07126413772
206	0.07105840338
207	0.07063797154
208	0.0704440142
209	0.07025668243
210	0.07011936774
211	0.06983386164
212	0.06943485666
213	0.06921354423
214	0.06909858555
215	0.06899548244
216	0.06882577448
217	0.06863812536
218	0.06845818104
219	0.06838285115
220	0.06818821141
221	0.06804850666
222	0.06790695202
223	0.06775074638
224	0.06764044098
225	0.06747057237
226	0.06724820891
227	0.0671571185
228	0.06700632152
229	0.06698129695
230	0.06675836508
231	0.06659742569
232	0.06638971194
233	0.06633086254
234	0.06619127836
235	0.06616583662
236	0.06610482833
237	0.06596457966
238	0.06589049631
239	0.06562073832
240	0.06545808962
241	0.06531275913
242	0.0648121108
243	0.06450851729
244	0.06430361993
245	0.06409016882
246	0.06402396246
247	0.06395280466
248	0.06380033917
249	0.0637257941
250	0.06358433511
251	0.06315195554
252	0.06289255998
253	0.06278983962
254	0.06273737803
255	0.06244877804
256	0.0622379463
257	0.06204090641
258	0.06197994302
259	0.06172141382
260	0.06166922165
261	0.06148562077
262	0.06145165052
263	0.06126836481
264	0.06124887998
265	0.06121160046
266	0.06085298704
267	0.06080492491
268	0.06064669122
269	0.06037943889
270	0.06019588865
271	0.06009129413
272	0.05985476336
273	0.05957510953
274	0.05951117156
275	0.05946607505
276	0.05940792532
277	0.0592906988
278	0.05926345378
279	0.05919315289
280	0.05908963661
281	0.05892012867
282	0.05886167536
283	0.05871251555
284	0.05860693554
285	0.05858505652
286	0.05853468635
287	0.05845096406
288	0.05832157871
289	0.0580642959
290	0.0578285642
291	0.05778550972
292	0.05763100329
293	0.05744962592
294	0.05735351174
295	0.0573168471
296	0.0571701922
297	0.05704982257
298	0.05693270396
299	0.05681284695
300	0.05661883955
301	0.05650874249
302	0.05643754064
303	0.05634419221
304	0.05630194568
305	0.05623207105
306	0.05606932078
307	0.05594117266
308	0.05558068264
309	0.05549722004
310	0.05530960286
311	0.05510691282
312	0.05486681348
313	0.05483166172
314	0.05467727581
315	0.05457580064
316	0.05438808459
317	0.05387363557
318	0.05363106676
319	0.05354408932
320	0.0533974135
321	0.05323454183
322	0.05317933841
323	0.05311755611
